"","YEARS.OLD","INDUSTRY","INDIA.HQ","TOTAL_EMPLOYEES","BRANCHES","RATING","REVIEWS","PACKAGE"
"Odessa",3,"Software Product","Bangalore / Bengaluru",NA,3,3.7,401,0.023
"Tata BlueScope Steel",16,"Other","Other",6.62073965107352,37,3.6,402,0.015
"Uniparts Group",19,"Industrial Machinery","Other",6.62073965107352,13,3.6,401,0.015
"Tata Steel Utilities and Infrastructure Services",31,"Engineering & Construction","Other",8.00636756765025,18,3.7,401,0.011
"NOON.COM",38,"Internet","Other",6.62073965107352,24,3.5,401,0.025
"Honour Lab",23,"Pharma","Other",6.62073965107352,18,3.9,401,0.017
"Orion Innovation",18,"IT Services & Consulting","Chennai",8.00636756765025,12,3.4,402,0.033
"Zscaler Softech",NA,"Software Product","Bangalore / Bengaluru",NA,13,3.3,403,0.028
"Agro Tech Foods",NA,"Other","Other",NA,77,3.9,401,0.012
"Purplle.com",35,"Other","Mumbai",6.62073965107352,32,3.6,400,0.018
"Falcon Autotech",6,"Other","Other",5.85936070647464,16,3.9,401,0.018
"Larsen & Toubro Group",10,"Engineering & Construction","Chennai",8.00636756765025,73,4.1,400,0.01
"DataMetica",30,"IT Services & Consulting","Pune",6.62073965107352,6,3.2,400,0.027
"Titagarh Rail Systems",18,"Other","Other",8.00636756765025,18,2.8,400,0.015
"PC Jewellers",32,"Other","New Delhi",8.00636756765025,72,3.9,400,0.00942
"A. O. Smith India Water Products Private Limited",25,"Other","Bangalore / Bengaluru",8.00636756765025,50,3.9,401,0.013
"FM LOGISTIC",40,"Other","Pune",8.00636756765025,35,3.9,400,0.012
"Rapido",38,"Internet","Bangalore / Bengaluru",6.62073965107352,56,3.5,400,0.022
"Dow Chemical International Private Limited",NA,"Other","Chennai",NA,15,3.8,401,0.02
"Ami Lifesciences",14,"Pharma","Other",8.00636756765025,10,3.9,400,0.017
"Schoolnet India",34,"Other","Mumbai",4.83230575857184,90,4,400,0.01
"Aramex",22,"Other","Mumbai",8.00636756765025,52,3.3,399,0.012
"Ingersoll Rand",21,"Industrial Machinery","Bangalore / Bengaluru",8.00636756765025,29,3.9,399,0.023
"Infinity Learn",47,"Other","Other",5.85936070647464,17,3.8,401,0.017
"Dun & Bradstreet",NA,"Other","Mumbai",NA,16,3.2,398,0.028
"Roop Automotives",8,"Auto Components","Other",8.00636756765025,13,4.2,398,0.013
"Birla White",26,"Other","Other",5.85936070647464,106,4.3,398,0.011
"Fossil Group",40,"Other","Bangalore / Bengaluru",8.00636756765025,37,3.8,398,0.019
"Godrej Jersey",3,NA,"Other",5.85936070647464,NA,4.1,398,0.012
"Groupon",57,"Internet","Chennai",5.85936070647464,10,3.2,397,0.023
"Premium Transmission",6,"Industrial Machinery","Pune",5.85936070647464,16,3.3,397,0.018
"Comcast",24,"Other","Chennai",8.00636756765025,12,4,397,0.04
"Global Indian International School",40,"Education & Training","Other",6.62073965107352,23,4.1,397,0.00982
"Nous Infosystems",43,"IT Services & Consulting","Bangalore / Bengaluru",10.3089526606443,8,3.7,397,0.032
"The Indian Hotels Company",23,"Other","Mumbai",6.62073965107352,51,4.1,397,0.016
"Novartis Healthcare",13,"Pharma","Other",6.62073965107352,26,4.1,397,0.031
"Pocket FM",61,"Other","Bangalore / Bengaluru",6.62073965107352,16,2.6,397,0.017
"Mazagon Dock",45,"Other","Mumbai",10.3089526606443,10,4.4,397,0.011
"Midland Microfin Limited",8,"Other","Other",6.62073965107352,114,3.5,397,0.00859
"Tagros Chemicals",37,"Other","Other",8.00636756765025,12,3.5,397,0.018
"Ozone Overseas",35,"Other","New Delhi",6.62073965107352,57,3.9,397,0.013
"e2open",52,"Software Product","Bangalore / Bengaluru",8.00636756765025,15,3.5,398,0.033
"Pearson Education India",22,"Education & Training","Bangalore / Bengaluru",8.00636756765025,57,3.9,397,0.017
"Oberoi Realty",10,"Real Estate","Mumbai",6.62073965107352,11,4.3,396,0.018
"Roca Bathroom Products",18,"Other","Chennai",8.00636756765025,59,3.8,396,0.014
"Kiswok Industries",102,"Other","Other",5.85936070647464,6,3.3,396,0.017
"Hexagon Nutrition",68,"Other","Mumbai",6.62073965107352,31,4,396,0.00997
"Varindera Constructions",18,"Engineering & Construction","New Delhi",8.00636756765025,19,4.5,397,0.00908
"OnePlus",45,"Other","Bangalore / Bengaluru",6.62073965107352,56,3.8,396,0.019
"Neilsoft",128,"Engineering & Construction","Pune",8.00636756765025,11,3.5,395,0.027
"Echobooom Management & Entrepreneurial Solutions",61,"Other","Mumbai",8.00636756765025,19,3.6,395,0.00454
"Ess Kay Fincorp",46,"Other","Other",8.00636756765025,109,4,395,0.0098
"Mediamint",11,"Other","Other",6.62073965107352,8,3.2,396,0.026
"Qwik Supply Chain",64,NA,"Other",5.85936070647464,NA,3.7,395,0.01
"Flatworld Solutions",50,"Other","Bangalore / Bengaluru",8.00636756765025,8,3.4,395,0.027
"Scientific Publishing Services",41,"Other","Chennai",10.3089526606443,7,3.7,395,0.014
"Flipkart Wholesale",102,NA,"Other",8.00636756765025,NA,3.8,395,0.0094
"L&T Heavy Engineering",12,NA,"Other",8.00636756765025,NA,3.9,395,0.00767
"Freecharge",17,"Other","Other",5.85936070647464,54,3.8,395,0.026
"Oda Class",33,"Other","Bangalore / Bengaluru",4.83230575857184,7,3.1,394,0.00586
"Asian Granito India",25,"Other","Other",8.00636756765025,68,3.6,395,0.015
"Anunta Technology Management Services",22,"IT Services & Consulting","Mumbai",6.62073965107352,20,3.5,395,0.02
"Virchow Biotech",16,"Pharma","Other",8.00636756765025,12,3.4,394,0.017
"Amri Hospital",16,"Healthcare","Other",8.00636756765025,11,3.9,394,0.012
"Win Medicare",34,"Pharma","New Delhi",6.62073965107352,59,4.1,394,0.00955
"Bonfiglioli Transmissions Limited",38,"Industrial Machinery","Chennai",8.00636756765025,23,3.6,395,0.016
"International Automotive Components",49,"Auto Components","Pune",6.62073965107352,17,3.8,393,0.019
"InfoBeans",11,"IT Services & Consulting","Other",6.62073965107352,7,3.4,393,0.034
"NeoGrowth Credit",17,"Other","Mumbai",8.00636756765025,31,3.2,393,0.017
"Nexteer Automotive",11,"Auto Components","Bangalore / Bengaluru",6.62073965107352,10,3.8,393,0.025
"Apex Laboratories",38,"Pharma","Chennai",8.00636756765025,61,3.8,393,0.018
"TresVista",27,"Financial Services","Pune",8.00636756765025,11,2.6,393,0.027
"Konexions Back Office Services",19,"Other","New Delhi",6.62073965107352,18,2.8,393,0.015
"Freyr Solutions",30,"Other","Other",6.62073965107352,7,3.7,393,0.025
"IB Group",30,"Other","Other",5.85936070647464,77,3.8,392,0.015
"ICFAI University",40,"Education & Training","Other",8.9226582995244,56,3.6,392,0.00883
"FCm Travel Solutions",29,"Other","New Delhi",6.62073965107352,23,3.1,392,0.016
"GE Vernova T&D India",14,"Other","Chennai",8.00636756765025,38,4.1,392,0.016
"RCM",16,"Other","Other",10.3089526606443,45,4.1,392,0.00591
"LKQ INDIA",41,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,3,3.5,392,0.022
"Mungi Group",30,"Auto Components","Pune",8.00636756765025,12,3.9,392,0.017
"Theobroma Foods",NA,"Other","Mumbai",NA,31,3.9,392,0.013
"Infovision",106,"IT Services & Consulting","Pune",8.00636756765025,11,3.5,393,0.038
"IMS People",21,"Other","Other",6.62073965107352,25,3.5,391,0.021
"Capital Trust",39,"Other","New Delhi",10.3089526606443,116,3.4,392,0.00845
"Unified Mentor",34,NA,"Other",5.85936070647464,NA,4,392,0.00348
"Chambal Fertilisers And Chemicals",NA,"Other","Other",NA,52,3.9,391,0.015
"TCL",20,"Other","Other",5.85936070647464,48,4,391,0.019
"Hiranandani Financial Services",9,"Other","Mumbai",5.85936070647464,86,3.9,391,0.00858
"Knack Global",82,"IT Services & Consulting","Other",6.62073965107352,11,3.1,391,0.016
"Cipla Health",16,"Pharma","Mumbai",4.83230575857184,82,4.1,391,0.013
"ANR Software Private Limited",17,"IT Services & Consulting","Other",10.3089526606443,5,4.2,390,0.011
"PC Solutions",39,"IT Services & Consulting","New Delhi",8.00636756765025,17,3.9,390,0.013
"Fortis Escorts Hospital",23,"Healthcare","New Delhi",8.00636756765025,16,4.1,390,0.00932
"CogentHubCX.AI",135,"Other","Other",8.00636756765025,8,3.4,390,0.00743
"Saama Technologies",86,"IT Services & Consulting","Pune",8.00636756765025,7,3.7,389,0.035
"Western Union",22,"Other","Pune",8.9226582995244,18,3.2,389,0.025
"Greet Technologies",11,"Other","Bangalore / Bengaluru",8.00636756765025,7,2.7,389,0.012
"Aka Logistics",8,"Other","Other",8.00636756765025,39,3.3,389,0.013
"Zealous Services",38,"Other","Chennai",8.00636756765025,8,2.9,389,0.012
"Nettur Technical Training Foundation",6,"Education & Training","Bangalore / Bengaluru",6.62073965107352,44,3.7,388,0.012
"Realty Assistant",54,"Real Estate","Other",8.00636756765025,15,3.4,388,0.00616
"PGP Glass",73,"Other","Other",8.00636756765025,15,4,388,0.012
"Venus Remedies",9,"Pharma","Other",4.83230575857184,38,4.2,388,0.00946
"National Fertilizers",34,"Other","Other",6.62073965107352,33,4.4,389,0.01
"YKK",133,"Other","Other",8.00636756765025,24,3.8,388,0.013
"MyMoneyMantra",27,"Internet","New Delhi",8.00636756765025,25,3.2,388,0.018
"JBS Enterprises",12,"Other","Mumbai",8.00636756765025,66,3.1,388,0.01
"HealthKart",40,"Internet","Other",5.85936070647464,38,3.8,387,0.019
"Broadcom",18,"Other","Other",8.00636756765025,13,3.3,387,0.03
"Enterprise Growth Accelerator",12,NA,"Other",6.62073965107352,NA,3.5,387,0.00633
"Samsonite",112,"Other","Other",8.00636756765025,58,4.1,387,0.013
"Ensono",26,"IT Services & Consulting","Pune",8.00636756765025,10,4.2,388,0.023
"Raptakos Brett and Company",164,"Pharma","Mumbai",6.62073965107352,54,3.5,387,0.014
"Onsitego",128,"Internet","Mumbai",8.9226582995244,30,3.9,387,0.013
"Bmm Ispat",64,"Other","Other",8.00636756765025,12,3.9,387,0.014
"Aculife Healthcare",23,"Pharma","Other",NA,34,3.1,387,0.014
"Eversendai",47,"Engineering & Construction","Chennai",6.62073965107352,18,3.7,387,0.015
"Desun Hospital & Heart Institute",9,"Healthcare","Other",8.00636756765025,12,3.8,387,0.00967
"Spice Money",78,"Other","Other",6.62073965107352,103,4.1,387,0.014
"Head Field Solutions",24,"Other","Other",8.00636756765025,4,4.1,386,0.012
"Tessolve",15,"Other","Bangalore / Bengaluru",6.62073965107352,12,3.5,386,0.025
"Pon Pure Chemical",26,"Other","Chennai",8.00636756765025,42,3.5,386,0.014
"Supertech",31,"Real Estate","Other",5.85936070647464,19,4,386,0.016
"Polestar Analytics",NA,"IT Services & Consulting","Other",NA,9,4,386,0.011
"Citykart Retail",43,"Other","New Delhi",5.85936070647464,67,3.7,386,0.00931
"Moolchand Hospital",56,"Healthcare","New Delhi",5.85936070647464,10,4.2,385,0.00736
"Sleek International",57,"Other","Mumbai",8.00636756765025,83,3.5,385,0.012
"Orient Bell",62,"Other","New Delhi",8.00636756765025,67,3.3,386,0.014
"GRT Jewellers",13,"Other","Chennai",8.00636756765025,36,4.2,385,0.014
"P.D. Hinduja National Hospital and Medical Research Centre",34,"Healthcare","Mumbai",8.00636756765025,13,3.9,385,0.023
"Baramati Agro",37,"Other","Pune",8.00636756765025,46,3.8,385,0.014
"Samsung SDS",12,"IT Services & Consulting","Other",6.62073965107352,20,3.1,384,0.025
"Invensis Technologies",22,"Other","Bangalore / Bengaluru",6.62073965107352,12,3.6,384,0.018
"Bonace Engineers",78,"Other","Mumbai",6.62073965107352,53,4.1,384,0.012
"Welspun Flooring",19,"Other","Other",5.85936070647464,27,3.8,384,0.012
"Uplers",12,"Internet","Other",6.62073965107352,12,3.9,384,0.016
"Venkateshwara Hatcheries",78,"Other","Pune",5.85936070647464,55,3.8,384,0.014
"Indus Net Technologies",68,"IT Services & Consulting","Other",6.62073965107352,7,3.3,383,0.019
"Imarticus Learning",51,"Other","Mumbai",8.00636756765025,23,4.1,383,0.011
"Munjal Showa",NA,"Auto Components","Other",NA,12,3.2,383,0.012
"Sunstone",25,"Education & Training","Other",8.00636756765025,25,3.7,383,0.016
"Tyger Capital",8,"Other","Mumbai",4.83230575857184,112,4,383,0.012
"Systems Plus",60,"IT Services & Consulting","Pune",8.00636756765025,11,4.2,384,0.015
"Etech Global Services",29,"Other","Other",10.3089526606443,11,3.7,383,0.017
"Arvind Fashions",6,"Other","Bangalore / Bengaluru",8.00636756765025,56,3.7,382,0.017
"MAYORA",43,"Other","Other",6.62073965107352,84,3.8,382,0.00969
"myGate",19,"Other","Bangalore / Bengaluru",6.62073965107352,20,3.1,382,0.023
"Federal Mogul Goetze",14,"Auto Components","Bangalore / Bengaluru",8.00636756765025,32,4.1,382,0.013
"Kanpur Fertilizers & Chemicals",10,"Other","Other",8.00636756765025,33,3.6,382,0.012
"Buhler",20,"Industrial Machinery","Bangalore / Bengaluru",5.85936070647464,28,3.9,381,0.018
"Bank of Maharashtra",42,"Other","Pune",6.62073965107352,75,3.2,381,0.014
"Silver Touch Technologies",23,"IT Services & Consulting","New Delhi",6.62073965107352,36,3.2,381,0.024
"American Axle & Manufacturing",122,"Auto Components","Pune",8.00636756765025,11,4.3,381,0.014
"Glaze Trading India",34,"Other","New Delhi",8.00636756765025,86,4.2,381,0.00894
"Carrier Midea",40,"Other","Pune",6.62073965107352,52,3.7,381,0.017
"M Baazar",NA,"Other","Other",NA,90,3.9,381,0.00793
"Himatsingka Seide",25,"Other","Bangalore / Bengaluru",8.00636756765025,16,3.6,381,0.015
"Bhagwati Products",25,"Other","Other",8.00636756765025,17,3.7,381,0.011
"Mann And Hummel Filter",NA,"Industrial Machinery","Bangalore / Bengaluru",8.9226582995244,20,3.8,381,0.017
"Impact Guru",NA,"Internet","Mumbai",NA,21,3.6,381,0.015
"Indian Space Research Organisation",26,"Other","Bangalore / Bengaluru",8.00636756765025,32,4.6,380,0.012
"Kcc Buildcon",29,"Engineering & Construction","Other",8.00636756765025,55,3.9,380,0.014
"Dimension Data",27,"IT Services & Consulting","Bangalore / Bengaluru",8.00636756765025,53,4.4,380,0.013
"Vidal Health Tpa",26,"Other","Bangalore / Bengaluru",6.62073965107352,40,3.4,380,0.012
"Bangalore International Airport",35,"Other","Bangalore / Bengaluru",8.00636756765025,14,4.4,380,0.015
"Aizant Drug Research Solutions",59,"Other","Other",8.00636756765025,4,3.8,380,0.012
"SBI Capital Markets",44,NA,"Other",5.85936070647464,NA,3.6,380,0.02
"Gtpl Hathway",8,"Other","Other",4.83230575857184,50,3.9,379,0.017
"ITC Limited - Paperboards Specialty Papers Division",87,"Other","Other",10.3089526606443,18,3.9,379,0.015
"Vision India Services",79,"Other","Other",8.00636756765025,97,3.8,379,0.013
"Shiprocket Private Limited",11,"Internet","Other",6.62073965107352,13,3.4,379,0.025
"Shyam Sel & Power",34,"Industrial Machinery","Other",6.62073965107352,25,3.8,379,0.014
"HYT Engineering Company Pvt Ltd",18,"Industrial Machinery","Pune",8.00636756765025,26,3.3,379,0.013
"Triumphant Institute of Management Education",26,"Education & Training","Other",8.00636756765025,73,3.8,378,0.012
"SML Isuzu",7,"Other","Other",8.00636756765025,51,4.2,378,0.013
"Jyoti CNC Automation",11,"Industrial Machinery","Other",5.85936070647464,30,4,378,0.013
"Acadecraft",57,"Other","Other",8.00636756765025,10,3.1,378,0.00875
"Tirumala Milk Products",59,"Other","Chennai",8.00636756765025,52,4.1,378,0.011
"Marksans Pharma",45,"Pharma","Mumbai",6.62073965107352,21,3.4,378,0.016
"Bharat Aluminium Company (BALCO)",5,"Other","Other",6.62073965107352,16,4,377,0.015
"Hanon Systems",191,"Auto Components","Chennai",5.85936070647464,20,4,377,0.016
"Moser Baer",25,"Other","Other",8.00636756765025,12,3.9,377,0.00697
"Indian Institute of Technology Gandhinagar",22,"Education & Training","New Delhi",10.3089526606443,38,4.1,377,0.023
"Connectwise India",53,"IT Services & Consulting","Pune",8.00636756765025,9,3.5,377,0.027
"Clean Harbors",39,"Other","Other",8.00636756765025,3,3.3,378,0.024
"Manhattan Associates",15,"IT Services & Consulting","Bangalore / Bengaluru",6.62073965107352,5,3.5,376,0.034
"Grey Orange",27,"Software Product","Other",6.62073965107352,9,3.2,376,0.022
"Alfanar",102,"Other","Chennai",8.00636756765025,34,4,376,0.00895
"XL Health",114,"Healthcare","Bangalore / Bengaluru",6.62073965107352,6,4.2,376,0.015
"Hero Housing Finance",19,"Financial Services","New Delhi",6.62073965107352,87,3.9,376,0.015
"PropTiger.com",17,"Internet","Bangalore / Bengaluru",6.62073965107352,15,3.8,376,0.013
"Avalara Technologies",18,"Software Product","Pune",6.62073965107352,5,3.1,376,0.029
"Ipsos",9,"Other","Mumbai",8.00636756765025,27,3.3,375,0.023
"Kirloskar Toyota Textile Machinery",18,"Industrial Machinery","Bangalore / Bengaluru",8.00636756765025,10,4.6,375,0.00795
"Aeries Technology",NA,"IT Services & Consulting","Bangalore / Bengaluru",NA,7,3.2,375,0.023
"Yutika Natural",6,"Other","Other",6.62073965107352,61,3.5,375,0.00842
"BPTP",175,"Real Estate","New Delhi",6.62073965107352,6,4.1,375,0.013
"Hajee A P Bava Construction",11,"Engineering & Construction","Other",6.62073965107352,61,3.7,375,0.00939
"ABM Knowledgeware",32,"IT Services & Consulting","Mumbai",8.00636756765025,40,3.7,374,0.014
"Accelya Solutions India Limited",NA,"IT Services & Consulting","Mumbai",NA,11,3.4,374,0.025
"STUDDS Accessories Limited",21,"Auto Components","Other",5.85936070647464,14,3.9,374,0.012
"Piramal Swasthya",28,NA,"Other",6.62073965107352,NA,4.1,374,0.00964
"Lotte India Corporation",7,"Other","Chennai",8.00636756765025,81,4,374,0.013
"SHARE Microfin",10,"Financial Services","Other",6.62073965107352,129,4.3,374,0.00554
"Nippon Koei India",59,"Engineering & Construction","New Delhi",6.62073965107352,52,4.6,374,0.011
"JUSTO Realfintech",41,"Real Estate","Pune",10.3089526606443,12,4.5,374,0.00605
"Coronis Health",33,"Other","Other",8.00636756765025,10,3.5,374,0.011
"Haldia Petrochemicals",20,"Other","Other",6.62073965107352,15,3.8,374,0.018
"Xdbs",58,"Other","Pune",8.00636756765025,4,3,373,0.016
"AccorHotels",18,"Other","New Delhi",5.85936070647464,42,4.3,373,0.012
"Indian Overseas Bank",20,"Other","Chennai",6.62073965107352,81,3.3,373,0.011
"UCAL Fuel Systems",23,"Auto Components","Chennai",5.85936070647464,18,3.8,373,0.013
"SAEL Industries Limited",20,"Other","New Delhi",8.00636756765025,51,3.8,373,0.013
"Flyjac Logistics",73,"Other","Chennai",5.85936070647464,52,4.1,373,0.013
"Vectus Industries",24,"Other","Other",8.00636756765025,59,4.1,373,0.013
"Akal Information Systems",30,"IT Services & Consulting","New Delhi",8.00636756765025,47,4.1,373,0.018
"Nowfloats Technologies",47,"Software Product","Other",5.85936070647464,39,3,374,0.011
"Runwal Group",66,"Real Estate","Mumbai",6.62073965107352,8,4,373,0.018
"Karvy Innotech",39,"IT Services & Consulting","New Delhi",8.00636756765025,42,3,374,0.019
"SPRINKLR",48,"Software Product","Bangalore / Bengaluru",6.62073965107352,8,2.8,372,0.036
"SRM University",139,"Education & Training","Chennai",6.62073965107352,26,3.5,372,0.014
"Ashiana Housing",16,"Real Estate","Other",6.62073965107352,19,4.1,372,0.015
"MCM Telecom Equipment",54,"Other","Other",8.00636756765025,6,3.8,372,0.00911
"Rama Medical College Hospital & Research Centre",39,"Healthcare","Other",6.62073965107352,18,4,372,0.011
"Nidec Corporation",27,"Industrial Machinery","Other",5.85936070647464,25,3.7,372,0.015
"Gujarat Ambuja Exports",16,"Other","Other",6.62073965107352,32,3.5,372,0.014
"Heavy Engineering Industries & Shipbuilding",5,"Engineering & Construction","Other",8.00636756765025,29,3.8,372,0.00628
"Kailash Hospital",19,"Healthcare","Other",8.00636756765025,25,3.7,372,0.00966
"Descon Engineering",31,"Engineering & Construction","Mumbai",8.00636756765025,27,4,371,0.00604
"Jeeves Consumer Services",25,"Other","Bangalore / Bengaluru",8.00636756765025,57,3.6,371,0.00848
"Publicis",30,"Other","Other",5.85936070647464,16,3.6,371,0.038
"HBL Global",NA,"Other","New Delhi",NA,78,4.3,371,0.00373
"Bses Yamuna Power",8,"Other","New Delhi",5.85936070647464,6,3.8,371,0.013
"Mettler-Toledo",67,"Other","Mumbai",4.83230575857184,22,3.6,371,0.02
"V-Xpress",NA,"Other","Mumbai",NA,61,3.9,371,0.01
"BDO RISE Private Limited",24,"Other","Bangalore / Bengaluru",6.62073965107352,9,3.3,371,0.023
